SNo,Rank,Allotted Quota,Allotted Institute,Course,Allotted Category,Candidate Category,Remarks
10838,29142,Delhi University Quota,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg New Delhi",MBBS,SC,SC,Allotted
10839,29170,All India,"SCB Medical College, Cuttack,Mangalabag, Kataka",MBBS,SC,SC,Allotted
10840,29201,Open Seat Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi,Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg",BDS,Open,General,Allotted
10841,29205,All India,"Jawaharlal Nehru Medical College, Ajmer,NEAR PATEL STADIUM AJMER",MBBS,SC,SC,Allotted
10842,29210,All India,"Medical College, Baroda,Government Medical College Baroda, Anandpura, Vadodara Pin No 390001",MBBS,SC,SC,Allotted
10843,29238,Employees State Insurance Scheme(ESI),"Employees State Insurance Corporation Medical College, Gulbarga,ESIC Medical College and Hospital, Sedam Road Gulbarga-585106 Karnataka",MBBS,Open,General,Allotted
10844,29239,Employees State Insurance Scheme(ESI),"Employees State Insurance Corporation Medical College, Gulbarga,ESIC Medical College and Hospital, Sedam Road Gulbarga-585106 Karnataka",MBBS,Open,General,Allotted
10845,29257,Employees State Insurance Scheme(ESI),"Employees State Insurance Coporation Medical College, Sanath Nagar, Hyderabad,Sanathnagar, Hyderabad",MBBS,Open,General,Allotted
10846,29310,Employees State Insurance Scheme(ESI),"Employees State Insurance Coporation Medical College, Sanath Nagar, Hyderabad,Sanathnagar, Hyderabad",MBBS,Open,EWS,Allotted
10847,29312,All India,"Jawaharlal Nehru Institute of Dental Sciences, Imphal,Porompat, Imphal East, Manipur - 795005",BDS,Open,OBC,Allotted
10848,29313,All India,"GOVT. DENTAL COLLEGE, KOZIKODE,MEDICAL COLLEGE CAMPUS, MEDICAL COLLEGE P.O., KOZHIKODE",BDS,OBC,OBC,Allotted
10849,29361,All India,"GOVT. DENTAL COLLEGE, TRIVANDRUM,Govt Dental College Thiruvananthapuram Kerala",BDS,Open,General,Allotted
10850,29374,All India,"Government Medical College, Pali, Rajasthan,NH- 62,SumerpurRoad,Ramasia.Hemawas,Pali",MBBS,SC,SC,Allotted
10851,29375,All India,"Dr B R Ambedkar State Institute of Medical Sciences, SAS Nagar , Mohali,Dr BR Ambedkar State Institute of Medical Sciences Sector 56 Phase- 6 S A S Nagar (Mohali) Punjab 16",MBBS,SC,SC,Allotted
10852,29391,All India,"Burdwan Dental College & Hospital, Burdwan,POWER HOUSE PARA, BURDWAN TOWN. PURBA BARDHAMAN. W.B- 713101",BDS,Open,General,Allotted
10853,29398,All India,"GSVM Medical College, Kanpur,G.S.V.M Medical College Kanpur Swaroop Nagar Kanpur U.P 208002",MBBS,SC,SC,Allotted
10854,29402,All India,"Government Medical College, Nagpur,Hanuman Nagar,Nagpur",MBBS,SC,SC,Allotted
10855,29411,All India,"Government Medical College, Kota,Rangbari Road Kota",MBBS,SC,SC,Allotted
10856,29416,All India,"Nilratan Sircar Medical College, Kolkata,138 AJC Bose Road, Kolkata - 700014",MBBS,SC,SC,Allotted
10857,29424,All India,"Govt. Mohan Kumaramangalam Medical College, Salem,MAJEERA KOLLAPPATTI, Salem steel Plant Road Salem 636030 TamilNadu",MBBS,SC,SC,Allotted
10858,29427,Employees State Insurance Scheme(ESI),"Employees State Insurance Corporation Medical College, Bangalore,ESIC Medical College and Hospital, Rajajinagar, Bengaluru-560010",MBBS,EWS,EWS,Allotted
10859,29429,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University",BDS,Open,General,Allotted
10860,29448,All India,"Government Medical College, Kota,Rangbari Road Kota",MBBS,SC,SC,Allotted
10861,29450,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University",BDS,Open,OBC,Allotted
10862,29473,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University",BDS,Open,OBC,Allotted
10863,29480,Open Seat Quota,"AIIMS Rajkot,Admission cell, Academic section, First floor, Academic block, Permanent Campus, AIIMS Rajkot, Khand",MBBS,ST,ST,Allotted
10864,29516,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University",BDS,Open,General,Allotted
10865,29532,All India,"GOVT DENTAL COLLEGE Kannur,Pariyaram Medical College P O, Kannur, Kerala- 670503.",BDS,EWS,EWS,Allotted
10866,29554,Delhi University Quota,"Maulana Azad Institute of Dental Sciences, New Delhi,MAMC Complex, B.S. Zafar Marg, New Delhi",BDS,Open,General,Allotted
10867,29558,Delhi University Quota,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg New Delhi",MBBS,SC,SC,Allotted
10868,29568,All India,"GOVT. DENTAL COLLEGE, KOZIKODE,MEDICAL COLLEGE CAMPUS, MEDICAL COLLEGE P.O., KOZHIKODE",BDS,OBC,OBC,Allotted
10869,29611,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University",BDS,Open,General,Allotted
10870,29617,Self-Financed Merit Seat,"Hamdard Institute of Medical Sciences & Research, New Delhi,HIMSR, Guru Ravidas Marg, Hamdard Nagar, New Delhi",MBBS,Open,OBC,Allotted
10871,29620,All India,"GDC,PT.BDS UNIV.OF HEALTH SCI,ROHTAK,Post Graduate Institute of Dental Sciences, Rohtak",BDS,Open,General,Allotted
10872,29629,Employees State Insurance Scheme(ESI),"ESIC Medical College Ludhiana,ESI CO ORPORATION , BHARAT NAGAR CHOWK LUDHIANA",MBBS,Open,OBC,Allotted
10873,29653,Employees State Insurance Scheme(ESI),"Employees State Insurance Corporation Medical College, Patna,ESIC Medical College and Hospital, Arrah Danapur Road, Sikandarpur, Bihta, Patna- 801103",MBBS,Open,EWS,Allotted
10874,29664,All India,"Pt. B D Sharma Postgraduate Institute of Medical Sciences, Rohtak (Haryana),Pt. B.D. Sharma PGIMS, Rohtak",MBBS,SC,SC,Allotted
10875,29673,Employees State Insurance Scheme(ESI),"ESIC Medical College and Hospital, VARANASI,ESIC MEDICAL COLLEGE AND HOSPITAL, PANDEYPUR,VARANASI U. P. 221002",MBBS,EWS,EWS,Allotted
10876,29677,All India,"NORTH BENGAL DENT.COLL,SUSHRUTNAGAR,P.O SHUSHRUTA NAGAR, DIST. DARJEELING,",BDS,Open,OBC,Allotted
10877,29681,Open Seat Quota,"AIIMS Guwahati,PO-CHANGSARI, DISTRICT-KAMRUP",MBBS,ST,ST,Allotted
10878,29703,Open Seat Quota,"AIIMS Rajkot,Admission cell, Academic section, First floor, Academic block, Permanent Campus, AIIMS Rajkot, Khand",MBBS,ST,ST,Allotted
10879,29710,All India,"Government Vellore Medical College, Vellore,Government Vellore Medical College and Hospital, Adukkamparai, Vellore.",MBBS,SC,SC,Allotted
10880,29717,All India,"Osmania Medical College, Hyderabad,HYDERABAD",MBBS,SC,SC,Allotted
10881,29720,All India,"Burdwan Dental College & Hospital, Burdwan,POWER HOUSE PARA, BURDWAN TOWN. PURBA BARDHAMAN. W.B- 713101",BDS,Open,EWS,Allotted
10882,29762,Employees State Insurance Scheme(ESI),"Government Medical College,ESIC, Parippally, Kollam,Parippally Kollam 691574",MBBS,OBC,OBC,Allotted
10883,29793,Employees State Insurance Scheme(ESI),"Employees State Insurance Corporation Medical College, Bangalore,ESIC Medical College and Hospital, Rajajinagar, Bengaluru-560010",MBBS,EWS,EWS,Allotted
10884,29797,All India,"Dr. Rajendar Prasad Government Medical College, Tanda, H.P,Dr.Rajendra Prasad Govt.Medical College Kangra at Tanda, H.P.",MBBS,SC,SC,Allotted
10885,29808,Self-Financed Merit Seat,"Kasturba Medical College, Manipal,Madhav Nagar, Manipal, Karnataka State India",MBBS,Open,General,Allotted
10886,29812,All India,"Government Medical College, Nagpur,Hanuman Nagar,Nagpur",MBBS,SC,SC,Allotted
10887,29814,Employees State Insurance Scheme(ESI),"Employees State Insurance Coporation Medical College, Sanath Nagar, Hyderabad,Sanathnagar, Hyderabad",MBBS,Open,General,Allotted
10888,29824,Open Seat Quota,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh,All India Institute of Medical Sciences AIIMS Bilaspur Kothipura BILASPUR Himachal Pradesh 174001",MBBS,ST,ST,Allotted
10889,29842,All India,"Goverment Dental College & Hospital, Jalgaon ,Plot No.H-08 09 05 MIDC Area Jalgaon",BDS,Open,OBC,Allotted
10890,29848,Delhi University Quota,"Maulana Azad Institute of Dental Sciences, New Delhi,MAMC Complex, B.S. Zafar Marg, New Delhi",BDS,Open,OBC,Allotted
10891,29856,Self-Financed Merit Seat,"Kasturba Medical College, Manipal,Madhav Nagar, Manipal, Karnataka State India",MBBS,Open,General,Allotted
10892,29859,Self-Financed Merit Seat,"Kasturba Medical College, Manipal,Madhav Nagar, Manipal, Karnataka State India",MBBS,Open,General,Allotted
10893,29887,Self-Financed Merit Seat,"Kasturba Medical College, Manipal,Madhav Nagar, Manipal, Karnataka State India",MBBS,Open,General,Allotted
10894,29891,Self-Financed Merit Seat,"Kasturba Medical College, Manipal,Madhav Nagar, Manipal, Karnataka State India",MBBS,Open,General,Allotted
10895,29896,All India,"MKCG Medical College, Berhampur,MKCG MEDICAL COLLEGE CAMPUS, BERHAMPUR, GANJAM",MBBS,SC,SC,Allotted
10896,29924,Employees State Insurance Scheme(ESI),"Employees State Insurance Coporation Medical College, Sanath Nagar, Hyderabad,Sanathnagar, Hyderabad",MBBS,Open,OBC,Allotted
10897,29945,All India,"FACULTY OF DEN SCI, KG MED UNIV,LUCKNOW,SHAHMINA ROAD, CHOWK,LUCKNOW, Uttar Pradesh, 226003",BDS,OBC,OBC,Allotted
10898,29959,All India,"Government Medical College, Jammu,GOVERNMENT MEDICAL COLLEGE, BAKSHI NAGAR, JAMMU 180001",MBBS,SC,SC,Allotted
10899,29977,All India,"Government Medical College, Thiruvallur,BLOCK 1 MASTER PLAN COMPLEX, THIRUVALLUR COLLECTORATE, PERUMBAKKAM VILLAGE, THIRUVALLUR, TAMIL NADU",MBBS,SC,SC,Allotted
10900,29988,Open Seat Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi,Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg",BDS,Open,OBC,Allotted
10901,30004,Employees State Insurance Scheme(ESI),"ESIC MEDICAL COLLEGE AND HOSPITAL, ANDHERI,CENTRAL ROAD, MIDC, ANDHERI (EAST) MUMBAI",MBBS,Open,OBC,Allotted
10902,30059,Open Seat Quota,"AIIMS, Kalyani,NH-34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India",MBBS,ST,ST,Allotted
10903,30065,Employees State Insurance Scheme(ESI),"Employees State Insurance Corporation Medical College, Bangalore,ESIC Medical College and Hospital, Rajajinagar, Bengaluru-560010",MBBS,OBC,OBC,Allotted
10904,30074,Employees State Insurance Scheme(ESI),"ESIC Medical College Ludhiana,ESI CO ORPORATION , BHARAT NAGAR CHOWK LUDHIANA",MBBS,OBC,OBC,Allotted
10905,30090,All India,"ESIC Dental College and Hospital,ESIC Hospital, Sector 15, Rohini",BDS,Open,General,Allotted
10906,30104,All India,"Shri Atal Bihari Vajpayee Medical College & Research Institute,SHIVAJINAGAR, BENGALURU",MBBS,SC,SC,Allotted
10907,30105,All India,"Jawaharlal Nehru Institute of Dental Sciences, Imphal,Porompat, Imphal East, Manipur - 795005",BDS,Open,OBC,Allotted
10908,30139,All India,"S.C.B. MEDICAL COLL(DENTAL),CUTTACK,S.C.B. Dental College and Hospital, Mangalabag, Cuttack, Pin-753 007, Odisha, 753007",BDS,EWS,EWS,Allotted
10909,30143,All India,"Patna Medical College, Patna,ASHOK RAJPATH, PATNA",MBBS,SC,SC,Allotted
10910,30145,All India,"Government Medical College, Kota,Rangbari Road Kota",MBBS,SC,SC,Allotted
10911,30150,Employees State Insurance Scheme(ESI),"Employees State Insurance Coporation Medical College, Sanath Nagar, Hyderabad,Sanathnagar, Hyderabad",MBBS,Open,EWS,Allotted
10912,30155,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University",BDS,Open,General,Allotted
10913,30175,Open Seat Quota,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh,All India Institute of Medical Sciences AIIMS Bilaspur Kothipura BILASPUR Himachal Pradesh 174001",MBBS,ST,ST,Allotted
10914,30180,All India,"GOVT. DENTAL COLL.& HOSP., JAMNAGAR,Opp. City Police Line, Navagam Ghed, Jamnagar",BDS,Open,OBC,Allotted
10915,30192,All India,"GOVT. COLLEGE OF DENTISTRY, INDORE,1 Sardar Patel Marg Indore",BDS,Open,OBC,Allotted
10916,30195,All India,"Central Armed Police Forces Institute of Medical Sciences Maidangarhi (AIIMS CAPFIMS) Asola Delhi,AIIMS-CAPFIMS, Asola, Maidan Garhi, New Delhi",MBBS,ST,ST,Allotted
10917,30202,All India,"GOVT. DENTAL COLLEGE, TRIVANDRUM,Govt Dental College Thiruvananthapuram Kerala",BDS,Open,General,Allotted
10918,30213,All India,"M G M Medical College, Indore,AB ROAD INDORE",MBBS,SC,SC,Allotted
10919,30220,All India,"GOVT. DC & RESEARCH INSt., BELLARY,GOVT DENTAL COLLEGE AND RI, VIMS CAMPUS, CANTONMENT BELLARY",BDS,OBC,OBC,Allotted
10920,30252,Employees State Insurance Scheme(ESI),"Employees State Insurance Corporation Medical College, Joka, Kolkata,DIAMOND HARBOUR ROAD POST OFFICE JOKA KOLKATA 700104",MBBS,Open,General,Allotted
10921,30259,All India,"Government Medical College, Patiala,Sangrur road Government Medical College, Patiala",MBBS,SC,SC,Allotted
10922,30272,All India,"GOVT. DENTAL COLLEGE, SHIMLA,GOVERNMENT DENTAL COLLEGE AND HOSPITAL SHIMLA",BDS,Open,General,Allotted
10923,30286,Open Seat Quota,"AIIMS Guwahati,PO-CHANGSARI, DISTRICT-KAMRUP",MBBS,ST,ST,Allotted
10924,30287,All India,"Shri Atal Bihari Vajpayee Medical College & Research Institute,SHIVAJINAGAR, BENGALURU",MBBS,SC,SC,Allotted
10925,30307,All India,"Andhra Medical College, Visakhapatnam,MAHARANI PETA NEAR COLLECTORATE KGH CAMPUS VISAKHAPATNAM",MBBS,SC,SC,Allotted
10926,30326,Open Seat Quota,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh,All India Institute of Medical Sciences AIIMS Bilaspur Kothipura BILASPUR Himachal Pradesh 174001",MBBS,ST,ST,Allotted
10927,30348,Employees State Insurance Scheme(ESI),"ESIC MEDICAL COLLEGE NARODA BAPUNAGAR, AHMEDABAD ,D 34,Balbhavan Road,Opposite Khokhra Municipal Swimming Pool, Khokhra Maninagar East, Ahmedabad – 38",MBBS,OBC,OBC,Allotted
10928,30359,Employees State Insurance Scheme(ESI),"Employees State Insurance Corporation Medical College, Gulbarga,ESIC Medical College and Hospital, Sedam Road Gulbarga-585106 Karnataka",MBBS,Open,General,Allotted
10929,30364,All India,"S V Medical College, Tirupati,NEAR VIVEKANDANDA CIRCLE, ALIPIRI ROAD TIRUPATI",MBBS,SC,SC,Allotted
10930,30382,All India,"AGARTALA GOVT. DENTAL COLLEGE,AGARTAL,IGM Hospital Complex, Agartala, West Tripura, PIN- 799001",BDS,OBC,OBC,Allotted
10931,30383,Employees State Insurance Scheme(ESI),"Employees State Insurance Coporation Medical College, Sanath Nagar, Hyderabad,Sanathnagar, Hyderabad",MBBS,Open,General,Allotted
10932,30406,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University",BDS,OBC,OBC,Allotted
10933,30417,All India,"MKCG Medical College, Berhampur,MKCG MEDICAL COLLEGE CAMPUS, BERHAMPUR, GANJAM",MBBS,SC,SC,Allotted
10934,30422,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University",BDS,EWS,EWS,Allotted
10935,30435,All India,"Osmania Medical College, Hyderabad,HYDERABAD",MBBS,SC,SC,Allotted
10936,30440,All India,"Indira Gandhi Institute of Medical Sciences, Sheikhpura, Patna,RAZA BAZAR, SHEIKHPURA, PATNA",MBBS,SC,SC,Allotted
10937,30461,Employees State Insurance Scheme(ESI),"ESIC Medical College and Hospital, VARANASI,ESIC MEDICAL COLLEGE AND HOSPITAL, PANDEYPUR,VARANASI U. P. 221002",MBBS,EWS,EWS,Allotted
10938,30475,All India,"PB. GOVT. DENTAL COLLEGE & HOSP,AMRITSAR,SSSS Chowk Majitha Road, Amritsar",BDS,Open,OBC,Allotted
10939,30486,Open Seat Quota,"Dr. Ziauddin Ahmed Dental College and Hospital,ALIGARH,ALIGARH MUSLIM UNIVERSITY, ALIGARH",BDS,Open,OBC,Allotted
10940,30507,All India,"GOVT DEN COLL DENTAL WING PATIALA,Govt.Dental College and Hospital,Patiala",BDS,Open,OBC,Allotted
10941,30528,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University",BDS,EWS,EWS,Allotted
10942,30552,All India,"M.G.D.C. & HOSPITAL, PUDUCHERRY,GOVT. OF PUDUCHERRY INSTITUTION, GORIMEDU, PONDICHERRY",BDS,Open,General,Allotted
10943,30555,All India,"AGARTALA GOVT. DENTAL COLLEGE,AGARTAL,IGM Hospital Complex, Agartala, West Tripura, PIN- 799001",BDS,OBC,OBC,Allotted
10944,30577,All India,"PATNA DENTAL COLLEGE & HOSPITAL, PATNA,BANKIPUR,ASHOK RAJPATH,PATNA",BDS,Open,OBC,Allotted
10945,30585,All India,"Central Armed Police Forces Institute of Medical Sciences Maidangarhi (AIIMS CAPFIMS) Asola Delhi,AIIMS-CAPFIMS, Asola, Maidan Garhi, New Delhi",MBBS,ST,ST,Allotted
10946,30609,Self-Financed Merit Seat,"Kasturba Medical College, Manipal,Madhav Nagar, Manipal, Karnataka State India",MBBS,Open,General,Allotted
10947,30618,All India,"Doon Medical College, Dehradun, Uttarakhand,Government Doon Medical College, Dehrakhas Patel Nagar, Dehradun 248001",MBBS,SC,SC,Allotted
10948,30621,All India,"Indira Gandhi Govt. Dental College, Jammu,Indira Gandhi Govt. Dental College, Rehari Chungi, Jammu",BDS,Open,OBC,Allotted
10949,30646,Employees State Insurance Scheme(ESI),"Government Medical College,ESIC, Parippally, Kollam,Parippally Kollam 691574",MBBS,OBC,OBC,Allotted
10950,30651,Employees State Insurance Scheme(ESI),"ESIC MEDICAL COLLEGE NARODA BAPUNAGAR, AHMEDABAD ,D 34,Balbhavan Road,Opposite Khokhra Municipal Swimming Pool, Khokhra Maninagar East, Ahmedabad – 38",MBBS,OBC,OBC,Allotted
10951,30658,Employees State Insurance Scheme(ESI),"ESIC MEDICAL COLLEGE NARODA BAPUNAGAR, AHMEDABAD ,D 34,Balbhavan Road,Opposite Khokhra Municipal Swimming Pool, Khokhra Maninagar East, Ahmedabad – 38",MBBS,OBC,OBC,Allotted
10952,30660,Self-Financed Merit Seat,"Kasturba Medical College, Manipal,Madhav Nagar, Manipal, Karnataka State India",MBBS,Open,General,Allotted
10953,30685,Employees State Insurance Scheme(ESI),"ESIC Medical College Ludhiana,ESI CO ORPORATION , BHARAT NAGAR CHOWK LUDHIANA",MBBS,OBC,OBC,Allotted
10954,30702,Employees State Insurance Scheme(ESI),"ESIC Medical College and Hospital, VARANASI,ESIC MEDICAL COLLEGE AND HOSPITAL, PANDEYPUR,VARANASI U. P. 221002",MBBS,OBC,OBC,Allotted
10955,30732,All India,"Government Dental College, Jodhpur,INTEGRATED COMPLEX, NEW POWER HOUSE ROAD, SHASTRI NAGAR JODHPUR",BDS,OBC,OBC,Allotted
10956,30736,All India,"Government Medical College, Nagpur,Hanuman Nagar,Nagpur",MBBS,SC,SC,Allotted
10957,30750,All India,"FACULTY OF DEN SCI, KG MED UNIV,LUCKNOW,SHAHMINA ROAD, CHOWK,LUCKNOW, Uttar Pradesh, 226003",BDS,EWS,EWS,Allotted
10958,30756,All India,"Rajah Muthiah Dental College and Hos. , Annamalai ,GOVT DENTAL COLLEGE AND HOSPITAL, CUDDALORE DT- CHIDAMBARAM Erstwhile Rajah Muthiah Dental College",BDS,OBC,OBC,Allotted
10959,30788,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University",BDS,OBC,OBC,Allotted
10960,30796,Open Seat Quota,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli",MBBS,ST,ST,Allotted
10961,30798,All India,"Nilratan Sircar Medical College, Kolkata,138 AJC Bose Road, Kolkata - 700014",MBBS,SC,SC,Allotted
10962,30805,Open Seat Quota,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh,All India Institute of Medical Sciences AIIMS Bilaspur Kothipura BILASPUR Himachal Pradesh 174001",MBBS,ST,ST,Allotted
10963,30813,All India,"Government Dental College, Silchar,Government Dental College,Silchar,Hailakandi road,Near Silchar Medical College,Ghungoor,Silchar",BDS,Open,General,Allotted
10964,30838,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University",BDS,OBC,OBC,Allotted
10965,30840,All India,"Seth GS Medical College, Mumbai,ACHARYA DONDE MARG PAREL MUMBAI",MBBS,ST,ST,Allotted
10966,30847,Self-Financed Merit Seat,"Kasturba Medical College, Manipal,Madhav Nagar, Manipal, Karnataka State India",MBBS,Open,General,Allotted
10967,30853,All India,"Belagavi Institute of Medical Sciences, Belagavi,DR B R AMBEDKAR ROAD BELAGAVI.",MBBS,ST,ST,Allotted
10968,30863,All India,"Government Medical College, Chandigarh,GOVERNMENT MEDICAL COLLEGE AND HOSPITAL, SECTOR 32, CHANDIGARH",MBBS,ST,ST,Allotted
10969,30886,Delhi University Quota,"Maulana Azad Institute of Dental Sciences, New Delhi,MAMC Complex, B.S. Zafar Marg, New Delhi",BDS,Open,OBC,Allotted
10970,30894,IP University Quota,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",MBBS,ST,ST,Allotted
10971,30899,All India,"Gajra Raja Medical College, Gwalior,VEER SAVARKAR ROAD, GWALIOR",MBBS,SC,SC,Allotted
10972,30905,All India,"Government Medical College, Kota,Rangbari Road Kota",MBBS,SC,SC,Allotted
10973,30915,All India,"Government Dental College, Silchar,Government Dental College,Silchar,Hailakandi road,Near Silchar Medical College,Ghungoor,Silchar",BDS,Open,General,Allotted
10974,30916,All India,"Burdwan Dental College & Hospital, Burdwan,POWER HOUSE PARA, BURDWAN TOWN. PURBA BARDHAMAN. W.B- 713101",BDS,Open,OBC,Allotted
10975,30933,Self-Financed Merit Seat,"Kasturba Medical College, Manipal,Madhav Nagar, Manipal, Karnataka State India",MBBS,Open,General,Allotted
10976,30936,All India,"MP Shah Medical College, Jamnagar,PANDIT NEHRU MARG, JAMNAGAR 361008",MBBS,SC,SC,Allotted
10977,30942,All India,"Government Medical College, Kota,Rangbari Road Kota",MBBS,SC,SC,Allotted
10978,30970,All India,"Andhra Medical College, Visakhapatnam,MAHARANI PETA NEAR COLLECTORATE KGH CAMPUS VISAKHAPATNAM",MBBS,SC,SC,Allotted
10979,30991,All India,"Government Dental College & Hospital, Srinagar,Shireen Bagh Karan Nagar Srinagar Jammu and Kashmir India, Jammu And Kashmir, 190010",BDS,Open,General,Allotted
10980,31006,Open Seat Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi,Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg",BDS,Open,General,Allotted
10981,31015,Employees State Insurance Scheme(ESI),"Employees State Insurance Corporation Medical College, Bangalore,ESIC Medical College and Hospital, Rajajinagar, Bengaluru-560010",MBBS,OBC,OBC,Allotted
10982,31022,All India,"Dr. Rajendar Prasad Government Medical College, Tanda, H.P,Dr.Rajendra Prasad Govt.Medical College Kangra at Tanda, H.P.",MBBS,SC,SC,Allotted
10983,31058,All India,"S N Medical College, Agra,HOSPITAL ROAD AGRA",MBBS,SC,SC,Allotted
10984,31068,All India,"GOVT. DENTAL COLLEGE & HOSP.,NAGPUR,Government Dental College And Hospital GMC Campus Nagpur",BDS,Open,General,Allotted
10985,31070,All India,"Gajra Raja Medical College, Gwalior,VEER SAVARKAR ROAD, GWALIOR",MBBS,SC,SC,Allotted
10986,31073,All India,"Government Medical College, Ananthapuram,GOVERNMENT MEDICAL COLLEGE ANANTHAPURAMU",MBBS,ST,ST,Allotted
10987,31077,All India,"Government Institute of Medical Sciences, Kasna, Greater Noida,GOVERNMENT INSTITUTE OF MEDICAL SCIENCES GREATER NOIDA GAUTAM BUDH NAGAR UTTAR PRADESH",MBBS,SC,SC,Allotted
10988,31080,Delhi University Quota,"Maulana Azad Institute of Dental Sciences, New Delhi,MAMC Complex, B.S. Zafar Marg, New Delhi",BDS,Open,General,Allotted
10989,31101,Self-Financed Merit Seat,"Symbiosis Medical College for Women, Pune,Gram Lavale Tal Mulshi Pune (Female Seat only )",MBBS,Open,General,Allotted
10990,31109,All India,"MKCG Medical College, Berhampur,MKCG MEDICAL COLLEGE CAMPUS, BERHAMPUR, GANJAM",MBBS,SC,SC,Allotted
10991,31122,All India,"Goverment Dental College & Hospital, Jalgaon ,Plot No.H-08 09 05 MIDC Area Jalgaon",BDS,OBC,OBC,Allotted
10992,31129,Self-Financed Merit Seat,"Kasturba Medical College, Manipal,Madhav Nagar, Manipal, Karnataka State India",MBBS,Open,General,Allotted
10993,31145,Employees State Insurance Scheme(ESI),"Employees State Insurance Corporation Medical College, Bangalore,ESIC Medical College and Hospital, Rajajinagar, Bengaluru-560010",MBBS,EWS,EWS,Allotted
10994,31154,All India,"PATNA DENTAL COLLEGE & HOSPITAL, PATNA,BANKIPUR,ASHOK RAJPATH,PATNA",BDS,Open,OBC,Allotted
10995,31162,All India,"M.G.D.C. & HOSPITAL, PUDUCHERRY,GOVT. OF PUDUCHERRY INSTITUTION, GORIMEDU, PONDICHERRY",BDS,Open,OBC,Allotted
10996,31192,All India,"GOVT. DENTAL COLLEGE & HOSP.,MUMBAI,St Georges Hospital Compound P D Mellow road Fort Mumbai",BDS,Open,General,Allotted
10997,31225,All India,"Government Dental College Dibrugarh,I Lane, inside Assam Medical college campus, Barbari, Dibrugarh-786002",BDS,Open,General,Allotted
10998,31231,Employees State Insurance Scheme(ESI),"ESIC MEDICAL COLLEGE NARODA BAPUNAGAR, AHMEDABAD ,D 34,Balbhavan Road,Opposite Khokhra Municipal Swimming Pool, Khokhra Maninagar East, Ahmedabad – 38",MBBS,OBC,OBC,Allotted
10999,31237,All India,"DR. R. AHMED DENT.COLL & HOSP,KOLKATA,114 AJC BOSE ROAD",BDS,Open,OBC,Allotted
11000,31314,Self-Financed Merit Seat,"Kasturba Medical College, Manipal,Madhav Nagar, Manipal, Karnataka State India",MBBS,Open,General,Allotted
11001,31320,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University",BDS,OBC,OBC,Allotted
11002,31324,Employees State Insurance Scheme(ESI),"Employees State Insurance Coporation Medical College, Sanath Nagar, Hyderabad,Sanathnagar, Hyderabad",MBBS,OBC,OBC,Allotted
11003,31332,Employees State Insurance Scheme(ESI),"Employees State Insurance Coporation Medical College, Sanath Nagar, Hyderabad,Sanathnagar, Hyderabad",MBBS,OBC,OBC,Allotted
11004,31354,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University",BDS,OBC,OBC,Allotted
11005,31366,Open Seat Quota,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur",MBBS,ST,ST,Allotted
